Timestamp,Latitude,Longitude,Technology,Cell_ID,PCI,EARFCN,RSRP_dBm,SINR_dB,Throughput_DL_Mbps,Throughput_UL_Mbps,Event_Log
2026-06-06 08:32:12,10.76343250499663,106.6624170725925,5G-NR,301,905,38950,-92.04,7.29,32.75,9.96,NORMAL
2026-06-06 08:32:14,10.763502681641523,106.66244782813655,LTE,103,310,6300,-77.97,17.2,54.91,17.51,NORMAL
2026-06-06 08:32:16,10.763540763442776,106.66248368870247,5G-NR,202,608,39250,-111.21,9.84,18.12,2.31,RSRP_DROP
2026-06-06 08:32:18,10.763528507455046,106.66246730811542,LTE,102,308,39250,-81.27,4.28,43.58,12.02,NORMAL
2026-06-06 08:32:20,10.763566577235322,106.66249877872589,5G-NR,202,608,38950,-80.03,10.51,53.2,17.55,NORMAL
2026-06-06 08:32:22,10.763663479063645,106.66255865862335,5G-NR,301,904,6300,-106.59,7.28,24.69,4.9,NORMAL
2026-06-06 08:32:24,10.76368168776169,106.66267572723983,5G-NR,103,309,6300,-92.74,13.36,36.39,11.5,NORMAL
2026-06-06 08:32:26,10.76377991994448,106.6627632834894,LTE,301,903,38950,-92.97,7.39,31.12,6.62,NORMAL
2026-06-06 08:32:28,10.763668932689274,106.66292247443684,5G-NR,102,307,39250,-101.26,8.22,33.38,10.95,RSRP_DROP
2026-06-06 08:32:30,10.763730027814495,106.66290643358307,5G-NR,101,303,39250,-96.22,2.44,23.39,6.95,NORMAL
2026-06-06 08:32:32,10.763754380167905,106.66298877282128,5G-NR,101,303,39250,-98.88,8.19,40.78,9.0,NORMAL
2026-06-06 08:32:34,10.763759429800382,106.66302977334162,5G-NR,301,905,38950,-75.98,0.3,37.64,13.62,NORMAL
2026-06-06 08:32:36,10.763784017839209,106.66319116151762,5G-NR,201,605,39250,-82.51,3.66,36.45,9.46,NORMAL
2026-06-06 08:32:38,10.76370463939348,106.66317266362049,5G-NR,103,310,38950,-79.83,13.04,50.15,13.43,NORMAL
2026-06-06 08:32:40,10.763713655799087,106.66315228030996,LTE,103,310,38950,-84.23,13.14,49.0,15.1,NORMAL
2026-06-06 08:32:42,10.763751511427662,106.66314631675124,5G-NR,101,303,6300,-99.03,11.7,33.56,12.37,NORMAL
2026-06-06 08:32:44,10.7638454061299,106.66304888300778,LTE,202,608,39250,-94.2,6.13,33.38,7.98,NORMAL
2026-06-06 08:32:46,10.763839492618986,106.66304733770647,5G-NR,102,307,38950,-86.09,9.81,46.63,14.11,NORMAL
2026-06-06 08:32:48,10.763819067938842,106.66303178974678,5G-NR,202,607,39250,-99.78,9.99,27.23,9.03,NORMAL
2026-06-06 08:32:50,10.763813980086661,106.66307081337396,5G-NR,202,607,39250,-84.3,5.37,29.96,10.37,NORMAL
2026-06-06 08:32:52,10.763879750192547,106.66312131873252,LTE,301,904,6300,-91.92,16.01,37.3,11.54,NORMAL
2026-06-06 08:32:54,10.76391618774803,106.66326388898287,5G-NR,101,304,39250,-93.0,13.51,44.41,12.59,RSRP_DROP
2026-06-06 08:32:56,10.763909699737843,106.66335091441316,5G-NR,101,304,6300,-84.31,9.12,36.71,9.36,NORMAL
2026-06-06 08:32:58,10.763955363109497,106.66334630019382,5G-NR,101,303,38950,-86.45,10.11,31.24,9.54,HIGH_INTERFERENCE
2026-06-06 08:33:00,10.763980216986965,106.66332239531354,5G-NR,301,905,39250,-92.89,10.83,39.88,9.82,NORMAL
2026-06-06 08:33:02,10.764048649236491,106.66338191046383,LTE,201,605,38950,-80.73,1.83,46.63,8.15,NORMAL
2026-06-06 08:33:04,10.764033546581798,106.66333269647141,5G-NR,202,607,39250,-98.65,9.01,30.57,10.04,HIGH_INTERFERENCE
2026-06-06 08:33:06,10.764037163474468,106.66347258399736,5G-NR,301,905,38950,-85.07,7.27,43.04,14.72,NORMAL
2026-06-06 08:33:08,10.76403755806681,106.6635733504046,LTE,103,311,39250,-85.26,5.99,37.2,6.43,HANDOVER
2026-06-06 08:33:10,10.763984382319405,106.66357519986548,LTE,102,308,39250,-92.48,8.88,34.84,8.43,NORMAL
2026-06-06 08:33:12,10.764019188333258,106.66350241179373,5G-NR,201,604,39250,-87.39,17.19,56.47,18.18,NORMAL
2026-06-06 08:33:14,10.764052241096866,106.66361364413618,5G-NR,103,310,39250,-100.01,12.56,33.39,14.13,NORMAL
2026-06-06 08:33:16,10.7640724967697,106.66363677174546,5G-NR,202,608,39250,-82.61,7.72,42.82,12.89,NORMAL
2026-06-06 08:33:18,10.76408076741303,106.66374104072419,5G-NR,101,305,39250,-91.48,12.29,42.86,11.4,NORMAL
2026-06-06 08:33:20,10.764029998875928,106.66367537506466,LTE,202,607,39250,-94.18,15.6,40.71,11.85,NORMAL
2026-06-06 08:33:22,10.76402896660979,106.66366941256328,LTE,301,903,39250,-81.61,13.7,56.22,19.62,NORMAL
2026-06-06 08:33:24,10.764031830883964,106.66369972718526,LTE,102,308,39250,-95.63,10.24,33.98,8.9,NORMAL
2026-06-06 08:33:26,10.764011717020502,106.66373254602088,LTE,301,903,38950,-101.27,7.41,22.33,5.1,NORMAL
2026-06-06 08:33:28,10.764023652734918,106.6637355420926,LTE,201,605,6300,-102.45,12.79,35.91,9.81,NORMAL
2026-06-06 08:33:30,10.76406385527776,106.66380291308855,LTE,201,603,39250,-85.15,11.57,40.75,10.32,HANDOVER
2026-06-06 08:33:32,10.76417816457282,106.66376885586277,5G-NR,102,306,6300,-100.24,13.58,36.32,11.14,NORMAL
2026-06-06 08:33:34,10.764206893463461,106.66379031309367,5G-NR,103,309,39250,-75.96,12.54,54.0,19.45,RSRP_DROP
2026-06-06 08:33:36,10.764239770982998,106.66382753083158,5G-NR,103,310,39250,-106.66,14.2,37.4,11.87,RSRP_DROP
2026-06-06 08:33:38,10.76425604868721,106.66388839716163,5G-NR,201,603,38950,-76.43,7.86,49.02,14.2,NORMAL
2026-06-06 08:33:40,10.764180110126444,106.6639610940543,5G-NR,201,603,38950,-88.31,15.27,48.13,13.86,NORMAL
2026-06-06 08:33:42,10.764198784432672,106.6639236155288,LTE,101,303,6300,-90.77,10.79,43.66,9.97,NORMAL
2026-06-06 08:33:44,10.764221795943168,106.66386156867856,LTE,103,311,38950,-94.36,18.3,54.92,18.24,NORMAL
2026-06-06 08:33:46,10.764364958048793,106.66396822928786,LTE,102,306,38950,-86.81,7.24,40.21,11.91,NORMAL
2026-06-06 08:33:48,10.764375340000555,106.66401816812859,LTE,103,311,6300,-90.3,16.94,49.23,14.41,NORMAL
2026-06-06 08:33:50,10.764410417367671,106.66400325893639,5G-NR,101,303,38950,-81.17,10.79,40.69,18.59,NORMAL
2026-06-06 08:33:52,10.764428681779187,106.66412632805492,LTE,301,903,39250,-89.09,7.39,30.5,9.75,NORMAL
2026-06-06 08:33:54,10.764390247877305,106.66416326853299,LTE,201,604,6300,-88.8,8.06,35.53,9.16,NORMAL
2026-06-06 08:33:56,10.76446738901803,106.66426402636402,LTE,201,605,6300,-92.91,8.72,31.7,8.66,NORMAL
2026-06-06 08:33:58,10.764524985669665,106.6642980774729,5G-NR,101,303,39250,-90.46,11.7,40.25,14.37,NORMAL
2026-06-06 08:34:00,10.764584537267018,106.6644517223484,5G-NR,102,308,38950,-87.54,12.09,44.39,13.54,NORMAL
2026-06-06 08:34:02,10.764559067894277,106.66458704279894,5G-NR,201,605,6300,-103.68,7.71,27.26,5.3,NORMAL
2026-06-06 08:34:04,10.764649207609825,106.66460210495003,LTE,202,607,6300,-100.79,9.9,29.87,10.8,NORMAL
2026-06-06 08:34:06,10.764599115056685,106.6646903992071,5G-NR,201,604,39250,-84.05,18.57,59.04,16.38,NORMAL
2026-06-06 08:34:08,10.764648457911374,106.66475912176408,5G-NR,202,607,39250,-88.63,16.91,50.78,18.98,NORMAL
2026-06-06 08:34:10,10.764777980692665,106.66487123965753,5G-NR,101,304,38950,-91.47,11.75,30.56,11.33,NORMAL
2026-06-06 08:34:12,10.76474845387641,106.66484334424989,5G-NR,101,304,6300,-89.85,10.15,34.65,9.5,NORMAL
2026-06-06 08:34:14,10.764740138989929,106.66491450733749,LTE,201,604,38950,-87.22,10.48,41.22,14.93,NORMAL
2026-06-06 08:34:16,10.764765121558183,106.6650080128067,5G-NR,103,310,38950,-94.32,12.45,33.18,10.09,NORMAL
2026-06-06 08:34:18,10.764759947775477,106.66493248843751,5G-NR,202,607,39250,-96.23,5.91,30.88,10.97,NORMAL
2026-06-06 08:34:20,10.764702414603924,106.66489149292676,LTE,102,306,6300,-88.43,8.97,46.36,14.88,NORMAL
2026-06-06 08:34:22,10.764725842752664,106.66479913899609,5G-NR,201,605,6300,-97.83,3.33,28.82,6.95,NORMAL
2026-06-06 08:34:24,10.764692727566977,106.66481297458603,5G-NR,102,307,6300,-86.73,11.6,42.94,11.6,NORMAL
2026-06-06 08:34:26,10.76473640718851,106.66488602712137,LTE,201,604,39250,-103.62,12.59,39.44,13.89,RSRP_DROP
2026-06-06 08:34:28,10.764710435976797,106.6650061685445,5G-NR,103,311,39250,-81.77,8.07,43.43,12.36,NORMAL
2026-06-06 08:34:30,10.764807932697048,106.66504061423132,5G-NR,103,309,39250,-86.22,16.3,49.78,14.13,NORMAL
2026-06-06 08:34:32,10.764788770032432,106.66516833116405,5G-NR,103,311,39250,-87.95,5.1,30.22,7.15,NORMAL
2026-06-06 08:34:34,10.764792666956621,106.66511552507656,LTE,301,905,39250,-82.14,4.14,34.99,11.34,NORMAL
2026-06-06 08:34:36,10.76485334281749,106.6650433221302,5G-NR,103,310,6300,-76.68,10.9,49.06,18.84,NORMAL
2026-06-06 08:34:38,10.764811799601668,106.66506998926826,LTE,101,305,38950,-81.89,14.19,52.63,13.65,NORMAL
2026-06-06 08:34:40,10.764843172598399,106.6651230331952,5G-NR,101,305,6300,-104.73,16.74,38.12,11.49,NORMAL
2026-06-06 08:34:42,10.764928529736112,106.66515107151032,LTE,301,904,38950,-100.24,8.16,28.07,11.25,NORMAL
2026-06-06 08:34:44,10.764868155574385,106.66505702498432,5G-NR,202,607,39250,-95.0,14.31,43.66,12.94,NORMAL
2026-06-06 08:34:46,10.764897387267311,106.66508167778194,5G-NR,102,307,38950,-89.79,9.85,44.89,14.37,RSRP_DROP
2026-06-06 08:34:48,10.764930381407023,106.66503340961192,5G-NR,201,604,6300,-85.86,9.31,46.03,11.68,RSRP_DROP
2026-06-06 08:34:50,10.764989472550612,106.66510358996484,5G-NR,201,605,6300,-95.81,13.53,32.23,10.53,NORMAL
2026-06-06 08:34:52,10.764947625015068,106.66515558585961,5G-NR,301,905,38950,-88.51,12.61,31.34,9.03,NORMAL
2026-06-06 08:34:54,10.764901602184414,106.66512919307243,5G-NR,101,303,39250,-96.04,3.69,29.38,10.79,NORMAL
2026-06-06 08:34:56,10.764947699262695,106.66512836105738,LTE,201,603,39250,-94.89,15.91,37.11,13.51,NORMAL
2026-06-06 08:34:58,10.764982548496357,106.66509480824608,5G-NR,101,305,6300,-101.25,15.52,37.15,16.33,NORMAL
2026-06-06 08:35:00,10.765015073138875,106.66512104750024,LTE,202,606,38950,-97.39,7.5,23.49,8.21,NORMAL
2026-06-06 08:35:02,10.765052395549349,106.66520835603947,5G-NR,102,308,39250,-100.81,11.58,23.71,7.77,NORMAL
2026-06-06 08:35:04,10.76503839431327,106.66517921247669,LTE,202,606,39250,-97.81,11.98,38.43,11.92,HANDOVER
2026-06-06 08:35:06,10.765070006998128,106.66523945526762,5G-NR,301,904,6300,-81.57,11.04,51.1,14.62,NORMAL
2026-06-06 08:35:08,10.765104660621793,106.66523763981051,5G-NR,103,309,39250,-97.6,7.8,26.74,8.7,NORMAL
2026-06-06 08:35:10,10.765088943050891,106.66522006744059,5G-NR,103,310,38950,-68.94,7.31,38.86,11.07,NORMAL
2026-06-06 08:35:12,10.765202231776449,106.66524364561899,LTE,103,310,6300,-86.05,9.9,39.27,12.12,NORMAL
2026-06-06 08:35:14,10.765245923422494,106.66521153107965,5G-NR,202,607,6300,-88.52,14.69,49.18,17.39,NORMAL
2026-06-06 08:35:16,10.765206358247635,106.66520831212132,5G-NR,201,604,38950,-96.87,12.17,29.37,6.8,NORMAL
2026-06-06 08:35:18,10.765259185928066,106.66516643944776,5G-NR,102,306,6300,-84.4,8.52,42.18,14.93,NORMAL
2026-06-06 08:35:20,10.765230451844555,106.66531432295574,LTE,103,311,39250,-94.61,13.09,39.87,14.6,RSRP_DROP
2026-06-06 08:35:22,10.765289806074742,106.66534643876886,5G-NR,301,904,39250,-89.02,-1.39,25.59,7.44,NORMAL
2026-06-06 08:35:24,10.765367735853692,106.66533445523838,5G-NR,301,903,38950,-69.52,14.6,62.88,14.62,NORMAL
2026-06-06 08:35:26,10.765346701737775,106.66537729403302,5G-NR,103,310,39250,-90.77,3.04,23.08,5.71,NORMAL
2026-06-06 08:35:28,10.765414870544237,106.66540055435004,5G-NR,103,309,38950,-80.81,8.55,50.16,17.64,RSRP_DROP
2026-06-06 08:35:30,10.765455509590584,106.66541729617407,5G-NR,102,306,38950,-95.63,5.52,26.99,8.05,NORMAL
2026-06-06 08:35:32,10.765516612598583,106.66548414617607,LTE,103,309,39250,-90.28,4.82,30.87,7.26,NORMAL
2026-06-06 08:35:34,10.765631452247716,106.66555959663867,LTE,102,308,38950,-75.83,14.64,52.63,14.78,RSRP_DROP
2026-06-06 08:35:36,10.765639182841916,106.66555776656982,LTE,301,903,39250,-95.02,8.13,29.96,10.67,NORMAL
2026-06-06 08:35:38,10.765621496033699,106.66555321747538,LTE,103,309,6300,-75.5,11.39,48.25,15.57,HIGH_INTERFERENCE
2026-06-06 08:35:40,10.765597020312217,106.66556671437355,5G-NR,202,608,6300,-84.34,9.81,42.38,12.24,NORMAL
2026-06-06 08:35:42,10.765576229797968,106.66545859910367,5G-NR,202,608,38950,-94.5,11.91,46.82,13.31,NORMAL
2026-06-06 08:35:44,10.765592374712497,106.66539768763994,LTE,301,903,39250,-84.94,10.31,36.65,10.21,NORMAL
2026-06-06 08:35:46,10.765629432311238,106.66550970009598,5G-NR,102,308,39250,-82.22,4.87,29.46,6.99,NORMAL
2026-06-06 08:35:48,10.765663266851206,106.66563839815879,LTE,202,607,6300,-85.03,13.99,56.31,20.12,NORMAL
2026-06-06 08:35:50,10.765724626013657,106.66565345599642,5G-NR,102,307,6300,-102.56,8.02,24.94,6.84,NORMAL
2026-06-06 08:35:52,10.765745276108252,106.6657180494142,5G-NR,202,608,39250,-95.82,3.77,21.66,8.93,NORMAL
2026-06-06 08:35:54,10.76583795281211,106.66576672442348,LTE,202,608,38950,-91.98,8.29,40.05,15.06,NORMAL
2026-06-06 08:35:56,10.765844719970447,106.66598145727198,LTE,102,306,6300,-90.6,16.0,44.5,15.35,HANDOVER
2026-06-06 08:35:58,10.766000728428777,106.66607863176667,5G-NR,201,605,38950,-85.03,13.4,57.2,16.3,RSRP_DROP
2026-06-06 08:36:00,10.766052011796164,106.66610095671118,LTE,202,606,38950,-88.58,8.61,41.44,13.24,NORMAL
2026-06-06 08:36:02,10.766029153918344,106.66607362428475,5G-NR,103,310,6300,-100.68,8.6,25.92,7.73,RSRP_DROP
2026-06-06 08:36:04,10.76599560929344,106.66600723750553,5G-NR,301,905,38950,-86.96,8.71,50.29,13.28,NORMAL
2026-06-06 08:36:06,10.766039732914203,106.66604944532368,5G-NR,201,603,38950,-85.12,18.31,52.34,16.35,NORMAL
2026-06-06 08:36:08,10.766048559774937,106.66603406427896,LTE,102,306,39250,-85.52,11.53,48.58,12.22,NORMAL
2026-06-06 08:36:10,10.766104259799642,106.66597872905639,5G-NR,201,604,38950,-81.35,11.72,49.99,17.37,NORMAL
2026-06-06 08:36:12,10.76614792168087,106.66596993468333,5G-NR,101,305,39250,-83.33,14.12,57.03,16.18,NORMAL
2026-06-06 08:36:14,10.766164280235238,106.66593504180311,5G-NR,101,304,6300,-86.33,10.96,51.18,15.76,NORMAL
2026-06-06 08:36:16,10.766141940549334,106.66606627030122,LTE,202,606,6300,-90.56,8.96,37.16,11.71,NORMAL
2026-06-06 08:36:18,10.766086198188098,106.66614916868663,5G-NR,202,606,39250,-103.29,9.21,23.42,6.51,NORMAL
2026-06-06 08:36:20,10.766083872440495,106.66617869032815,5G-NR,103,311,6300,-86.56,9.71,43.62,14.26,NORMAL
2026-06-06 08:36:22,10.766146692380213,106.66629748697649,5G-NR,301,903,38950,-88.34,9.85,36.72,10.07,RSRP_DROP
2026-06-06 08:36:24,10.766177397067418,106.66633212907495,LTE,201,605,38950,-87.83,12.91,55.17,18.29,NORMAL
2026-06-06 08:36:26,10.766135110128483,106.66631045202287,5G-NR,101,304,38950,-100.21,10.21,31.82,6.85,HIGH_INTERFERENCE
2026-06-06 08:36:28,10.766163769174776,106.6664318394675,LTE,202,608,6300,-98.65,12.93,34.65,10.65,RSRP_DROP
2026-06-06 08:36:30,10.766203035043763,106.66649417407012,5G-NR,301,905,38950,-81.57,9.68,46.18,17.73,HANDOVER
2026-06-06 08:36:32,10.766178842171952,106.66646193930087,5G-NR,201,603,6300,-90.32,10.31,32.48,7.74,HANDOVER
2026-06-06 08:36:34,10.766206528427249,106.66648051898018,5G-NR,202,606,38950,-84.55,2.01,26.51,6.6,RSRP_DROP
2026-06-06 08:36:36,10.76622943886317,106.66645798188497,5G-NR,202,608,39250,-89.77,13.67,50.68,16.23,NORMAL
2026-06-06 08:36:38,10.76619229034828,106.66640501390113,5G-NR,101,303,6300,-89.76,11.39,37.98,11.75,NORMAL
2026-06-06 08:36:40,10.766230179716297,106.66649058455397,5G-NR,101,303,6300,-82.49,13.99,45.76,14.43,NORMAL
2026-06-06 08:36:42,10.766278218942615,106.6666351495524,LTE,202,606,38950,-94.13,-1.59,21.0,7.28,NORMAL
2026-06-06 08:36:44,10.766352371504775,106.66658123549797,5G-NR,102,308,6300,-89.23,18.35,58.07,18.69,NORMAL
2026-06-06 08:36:46,10.766425061607377,106.66664501365217,5G-NR,202,606,6300,-93.7,9.44,38.8,13.86,NORMAL
2026-06-06 08:36:48,10.766376178138978,106.66663597509803,5G-NR,301,905,39250,-93.48,14.43,47.85,15.17,HIGH_INTERFERENCE
2026-06-06 08:36:50,10.766349286886983,106.666636747575,LTE,202,606,39250,-92.47,5.84,27.0,7.62,HANDOVER
2026-06-06 08:36:52,10.766395038650343,106.66663120393955,5G-NR,103,310,38950,-88.22,12.45,36.99,12.44,RSRP_DROP
2026-06-06 08:36:54,10.766440727947888,106.66660936449337,5G-NR,103,309,39250,-93.83,5.79,37.12,14.94,NORMAL
2026-06-06 08:36:56,10.766486480332205,106.66664227579105,LTE,103,309,38950,-79.95,7.5,41.68,12.24,NORMAL
2026-06-06 08:36:58,10.766699116906738,106.66662241878406,5G-NR,102,308,38950,-97.16,17.66,43.5,11.1,NORMAL
2026-06-06 08:37:00,10.766747661432271,106.6666686461936,LTE,102,308,38950,-91.49,9.24,43.3,15.2,NORMAL
2026-06-06 08:37:02,10.76682443971428,106.66669563190703,LTE,202,606,6300,-93.52,10.87,40.27,11.84,NORMAL
2026-06-06 08:37:04,10.766892139802454,106.66671129502423,LTE,103,310,39250,-78.42,13.48,55.76,12.38,NORMAL
